scenario,route,case,bg_db,method,score,solver,tech_shape,n_activities,n_products,error
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.007424135520293489,standard,"(107090, 107090)",107090,107090,
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",4.194889238587512e-05,standard,"(107090, 107090)",107090,107090,
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",0.010617218878329036,standard,"(107090, 107090)",107090,107090,
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)",0.0006014980932772694,standard,"(107090, 107090)",107090,107090,
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",0.0008548541339928532,standard,"(107090, 107090)",107090,107090,
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",0.09645417825862534,standard,"(107090, 107090)",107090,107090,
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",0.0019070536625649835,standard,"(107090, 107090)",107090,107090,
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",2.784484303073146e-05,standard,"(107090, 107090)",107090,107090,
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",5.755013706712682e-05,standard,"(107090, 107090)",107090,107090,
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",0.00484962658890254,standard,"(107090, 107090)",107090,107090,
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",0.04880394938380475,standard,"(107090, 107090)",107090,107090,
